tweet id, tweet, label
'349175077281071106',"Yoga Ball Katamari Damacy Controller. If I get this I will die and go to controller heaven.   http://t.co/8Jc1dZs4ZA #katamari",off-topic
'350241597369233408',"A new vision came to him, rushing out of the void to fill his mind.",off-topic
'351402192432939008',"#CanadaDay shows up at this time as Trend in Calgary http://t.co/dgT8rVm2H7",off-topic
'351164148270366720',"Expectations: Me: happy birthday i love you Mommy: thanks my princess, i love you too  Reality:  Me:happy birthday love you Mommy: thanks",off-topic
'351724235879755777',"Its self-created weapons fired in return, steady and rapid. Jaina pulled back on the stick hard and was slammed #back aga",off-topic
'349757943174017025',"@DaRealGabriella I've heard but I still won't believe it until they say on tv or something",off-topic
'349654681733185537',"Move in less then a month #bittersweet",off-topic
'349897183417470977',"'Boston' appeared on Tuesday 25 at the 7th place in the Top20 of Edmonton's Trends: http://t.co/EuKOxJpvFb",off-topic
'350279599940304896',"Jogan #heard the alien voices outside and tried to rise, fighting the pain. She nudged him back down. He puffed, spent fr",off-topic
'351023972474822657',"@JonathanWillis @BruceMcCurdy - terrible at trade proposals but would Hemsky, Gagner and the 7th be about right for Seguin?",off-topic
'349382624143347713',"@MommaKayln dot know how much more I can go its already lifted 12 inches lol",off-topic
'351179844329017344',"Canada Day events to act as celebration of Calgarys resiliency: Calgarians are invited to celebrate Canada Day... http://t.co/Ouoaq9B4Oi",off-topic
'351188908912033792',"Sometimes being nice is the only thing you can do",off-topic
'350651573992554496',"First thing I'm doing in my new apartment is... Getting a fucking cat!!",off-topic
'349688910542151680',"I need to do something or I'm gonna drive myself crazy. Being home alone sucks.",off-topic
'348527270849298432',"@bonanzadynamite @Forzy76Taras 10 in a row boys. Fun to see. Go @BlueJays",off-topic
'349363924279369729',"#UnderTheDome shows up at this time as Trend in Calgary http://t.co/UxpCkna1Fe",off-topic
'349704686682648580',"@EricMurphyGroup No he's not anything special. IMO, it's a bit early to give up &amp; no one more critical of our organizational depth than me",off-topic
'348594428476268546',"@nicastro19 Haha no man, they suck ;)",off-topic
'349274197614268417',"Anyone need a bag or 2 of salsa?",off-topic
'350214734961852416',"The resignation in Han's voice worried Leia more than any amount of yelling or cursing would have. It almost seemed as t",off-topic
'351024990889590785',"Fucking fuck Urban Outfitters, your online shop gets me every time. Every. Time. #helloislandjewellry",off-topic
'349795178640445440',"'Canada Day' appeared on Tuesday 25 at the 17th place in the Top20 of Calgary's Trends: http://t.co/n4SBI4rzqz",off-topic
'350693779675684864',"Girls night tonight, off to the lake with my baby tomorrow, see ya'll bitches Monday #LongWeekend #ImDoingMe",off-topic
'351460391479541760',"7:00 PM @ Cash Casino Calgary $60 No-Limit Hold'em Poker Tournament w/ Re-entry  http://t.co/AtDPIG3sJQ",off-topic
'350472492604858368',"Bahay ni Lola Margarita   Please come stop by our Garage Sale Fundraiser for WYD!!! Your support is http://t.co/1NrsDjsdMQ",off-topic
'347923196600803329',"'The Sopranos' appeared on Wednesday 19 at the 15th place in the Top20 of Calgary's Trends: http://t.co/UbytFNPrdX",off-topic
'351376237257707520',"I'm at Puma's Palace (Calgary, Alberta) http://t.co/3mceFapOot",off-topic
'351718771636961281',"Ready at my post, volunteering for Airdrie's Canada Day Parade. Starts @ 10am. Don't miss it!!  HAPPY CANADA DAY y'all!!  #bestplacetolive",off-topic
'350006552717049857',"Still so glad I got to see @dashumans live @sledisland #amazingmusic",off-topic
'349307530641543168',"@WBrettWilson @TarzanDan whenever works for you! Thanks looking forward to it :)",off-topic
'348882308461371394',"@herrickc Tell her Thanks! And Love you :)",off-topic
'351519345668669443',"A big Tusken Raider came at Luke from behind a boulder. He was swinging a sharp battle ax. Luke whirled around and block",off-topic
'348551884669333504',"Races are cancelled in wainwright due to track n muddy....but it's going to be the same tomorrow. #just#saying",off-topic
'350695862919368704',"The Force will sustain #him, Rolund added.",off-topic
'347938183423619072',"You guys are actually so fake  whatta joke. #fuckeveryone two faced bitches these days",off-topic
'348836657501442048',"hey! if we all buy a little bit of stuff, it adds up to alot! if you can, you should! panties &amp; soap &amp; stuff! easy!  http://t.co/3TlLTBln7t",off-topic
'351072962830544896',"noree cried out in pain. Dal grinned.",off-topic
'348675587398856704',"@ShelleyLarose @ericaryder @tavisford @darlenef949 @ImperialOil get stuff to us by noon tomorrow, or people can come with too",off-topic
'350818120472084480',"He climbed to his feet, put the autopilot into launch prep, and methodically donned the vac suit and oxygen kit, all whi",off-topic
'349206390771945472',"couldn't imagine that Jira could do it  #teamfollowback without #getting caught.",off-topic
'348843225190105089',"Slept in which was much needed, and now enjoying coffee on the patio. #beautifulmorning #yeg http://t.co/ZE9l6GpU15",off-topic
'350782586781564928',"@OilersJunkie why do you want that contract?",off-topic
'348336647043162112',"How can VINE let Instagram copy them .I think they just lost like a lot of ppl. Ill still stay on VINE ..but ill make instagram vids. Too",off-topic
'351527909380472832',"Peak hours in Calgary's Trends for Saturday 29 were at 5 pm and 8 pm: http://t.co/IuOfwM52VH http://t.co/3WZpvrbxmF",off-topic
'348255992166899713',"No #freestyle rap #MusicVideo today, sorry. :(",off-topic
'351804530800857089',"You are so worth it.",off-topic
'348276933836029952',"@getNutriFit I don't even know what that is. How lame am I? Wait, that was a rhetorical question.",off-topic
'351068964413112321',"Looking for a Finance Manager needed in Edmonton, AB - excellent opportunity! #job #hiring http://t.co/dPU65V8fkF",off-topic
