tweet id, tweet, label
'296746700519919616',"Connect training. Booyeah (@ W Block w/ @mas6er) http://t.co/1n77dCqq",off-topic
'296542275494895616',"Just posted a photo @ Yard Bird Ale House http://t.co/xwHJk7hc",off-topic
'295430902492823553',"is this real account ?@MadhokNiketan",off-topic
'297263626165817345',"@laurabriscoe1 I ment on it* as in in Australia ATM lol, my bad ;p",off-topic
'296895247986851840',"@rosatronix no worries! Ill be trying to get it sold soon, just not sure how much yet.",off-topic
'296510497895874560',"I'm at Sourced Grocer (Teneriffe, QLD) http://t.co/FLweKFYN",off-topic
'295697038782369792',"People ask me what I miss the most! I say a good relationship with my dad! And my pop and my baby cousin! They mean everything to me!",off-topic
'295661659974955010',"@NewsTalk4BC  we have blue sky at redcliffe and no wind http://t.co/ISP4enKC",off-topic
'295663296915316739',"The #weather just starts getting good and we're heading back home today. Haha @ Outrigger Resort, Noosaville http://t.co/AXgZNykx",off-topic
'296048971208589312',"@marco_harko ooooooor I'll just smash ya all over again wen m home!! #fifagod",off-topic
'296055844750118912',"@browny_26 #lol #dwl they told me know one would see it lol #classic ... Good one I'm good lover ... How r ya?",off-topic
'295413312517177344',"@hello_nacho yes and yes, theyre great huh!!!",off-topic
'295476372795715585',"@essemmeff def, I slow roasted two legs of lamb hickory smoked too for about 5 hours",off-topic
'295447189864452096',"@Laura_Hartwell same as our pool! I just wanna jump in",off-topic
'296936490641006592',"@verityforster yes please I'm dying for it",off-topic
'297119244540317696',"If you received a book off me for Xmas today is the day it's due back at the library , thanks :)",off-topic
'296805161228193793',"@carriewinatlife how's it going insomniac?",off-topic
'295924578235068417',"Let's go to sleep! Zzzzzz (at Regatta Hotel)  http://t.co/fJzWrac8",off-topic
'296854078250684416',"@Vaish_Red_Devil the thing is we haven't tried to press them. Like when we play big teams away all we do is play counter.",off-topic
'296514235775733760',"I think the @telstra data accounting is messed up?  2 months in a row I have somehow used 1 gig on the first day????? http://t.co/An8bOr9h",off-topic
'297464147799588864',"FUCK THATS RIGHT I'VE GOT FUCKING MATH HOMEWORK SIGH WHY DOES THIS HAPPEN",off-topic
'297293697186418689',"@weekndkngracing @thegeneralwkr in patches have played well but still not back in the groove..",off-topic
'297435683587497984',"I work 11:30 - 2:45 this tuesday like what kind of ridiculousness is that????? two hours and forty five minutes r u kidding",off-topic
'296485095827701760',"Just want to feel wanted.",off-topic
'296978066142531584',"@laurenwilson89 well I am a love fool",off-topic
'296909762182926337',"@saenyear I'm gonna hand it in tomorrow :) hopefully they hire me :( What are they gonna look for in a potential worker :D",off-topic
'296969218249850880',"@IGetItDon3 hahhaa . U at work? Aww wats the time there?",off-topic
'296409946738790402',"I drew this. Not hazigates #sketch #superbike  @ Aviation Australia http://t.co/Pbh3JUU9",off-topic
'295452598780190720',"If this weather system came through on December 21st, would we have panicked more? #bigwet #bnestorm #bnestorm #apocalypse #mayan #endworld",off-topic
'296407782339538944',"@piecritic Oscar season = DVD screeners.",off-topic
'296500426541510656',"@inmoxiecated So baggy trousers and half-eaten ice cream?",off-topic
'297454922998358017',"Soccer mums ;) (@ St Joseph's Nudgee Junior College) http://t.co/50LrwnIx",off-topic
'295714158178091008',"@NickoTaylor_ Rock v Punk will be on last. No way Rock will have anyone go on after him",off-topic
'296242858254532608',"That's it who unfollowed me? #Cake ha",off-topic
'295873156982390784',"Longest wait ever to charge my phone. Now I'm back home in the darkness :(",off-topic
'295830530732212224',"@georgiaharford I don't even know! Probably be quite a while! Xx",off-topic
'295738618645987329',"Fuck this shit what happened that is bullshit. Fuck you CM Punk. #RoyalRumble",off-topic
'295746357317206017',"@badealways: @EmilyxRose92 AT LEAST YOU CAN SAIL ON THE JORI SHIP SCREAMKSNGJSO",off-topic
'295847704070868992',"@DBreban couldn't agree more with the dam management. Put an engineer in charge and we have leadership on infrastructure and saving us money",off-topic
'296736228760485889',"@Joan_Rivers @charlesbushfoto Amazing photo of an amazing photo shoot!",off-topic
'297478929999077377',"Oh google, what would I ever do without you?",off-topic
'296010257744949248',"Chermside Hills run- currently the BEST  x-Country course ever! So much ducking &amp; jumping over fallen trees!! #Humid #run",off-topic
'295338961772085249',"I'm only looking forward to seeing @lifeguardmaxi",off-topic
'295903666257424387',"@macklemore just the best song. Sounds great but the best thing is its moving and relevant and inspirational.",off-topic
'296364834600132608',"Sydney here I come, yeaaahhhh boi.....  @ The Lounge (Virgin Australia) http://t.co/yzHeSDrg",off-topic
'296149902667431938',"Seen the hottest girl of my life last night.......and she was ginger! #NewType #ProudGinger",off-topic
'296147758899929089',"my belly looks like butter on toast lol http://t.co/VDYJW1ZN",off-topic
'295999919058202625',"My 8 year old discovered #yoga. He loves it! I think this is #amazing. #stayingfit n #flexible",off-topic
'296559551870820352',"Brisbane roar vs harimau muda A. Go malaysiaaa!!! (@ Queensland Sport and Athletics Centre) http://t.co/lfYViMsX",off-topic
'295402331942551552',"High school all over again... Wish life could be like it is in the movies... #unrealisticexpectations #stupidfairytales",off-topic
'295869967662981120',"Just,play cricket you bunch of sooks.",off-topic
'295345559823343616',"@Waybropictures MIKEY PICTURE KISSING GIRL NOT ALICIA ME SOBBING ON THE FLOOR IF NOT OLD",off-topic
'295679751379644416',"@Real_Liam_Payne lean on me when you're not strong and ill be your friend ill help you carry on",off-topic
'296866796261212160',"Home time woot woot time to deal with traffic really hope there is no traffic  just wanna go home",off-topic
'295752983252197377',"@ALIANational I will let you know. I am hoping not many affected this time (cross fingers). Eagle st looks bad.",off-topic
'295894786865516544',"@Conway_DJ mate it's because we are amazing that's why #obsessedanimals",off-topic
'295895687416131584',"@James_Yammouni #JamesLovesJanoskianators  do it or I will I'm not kidding",off-topic
'296904561933832193',"@grimmers im listening online FROM AUSTRALIA i love u grimmy! :D",off-topic
'295376958903164928',"Bah. Plane delayed for an hour",off-topic
'296590157715501057',"30/365 Turn it UP! #cooking #oven #hot #nothotenough #meringue #fail @ Mount Coolum http://t.co/VSNV8HVw",off-topic
'295344470306734082',"@MyNameIsBatdog THAT'S WHAT I'M HOPING BUT WHAT IF IT ISN'T? LIKE NO THEY FUCKING BETTER BE OLD.",off-topic
'297075088459718656',"I'm at Lorikeet Park (Mt Ommaney, Queensland) [pic]: http://t.co/BJ5n0B2j",off-topic
'296059210129633281',"God I'm a good bloke sitting next to the wifey while she gets a pedicure. in the running 4 h @ Professionail http://t.co/ZuaPHirJ",off-topic
'296703653157404672',"@AyoCarmelo_ don't hate the playa ... Hate the game",off-topic
'297145238940692480',"Please help me out and Share this Complete Video out Very Soon If you want an .mp3 grab me on Facebook http://t.co/DteqOR9o",off-topic
'296220080361062401',"@MMF006 @jgrb Anarchy not politics. Pistols had better tunes too.",off-topic
'297470485078372352',"2am night watching the first season of 'Girls' &gt;&gt;&gt;&gt; favourite new show!",off-topic
'295862817330954240',"I want to reach my full potential as a person, partner, songwriter, musician. The lost goes on....and on...  And on...........I hope I do.",off-topic
'295475821177614337',"I'm just really glad most if the fan base has moved on from the OMFG MIKEY I HATE U SEW MUCH stage and onto the crappy jokes stage",off-topic
'295720651107479552',"@NickoTaylor_ I miss the old ones. The ones now just don't have the buzz of the old ones",off-topic
'295508558366273536',"@Nicholosophy oh true, my outlaws developed a group of townhouses on ostend st that backs onto that too. My kids go to that school :)",off-topic
'297331193328840704',"I will never understand some of the people I go to school with. Thank god I'm out this year, &amp; that my friends aren't like the rest of them",off-topic
'295995889917497344',"@_DaniKalifornia I never cease to be amazed at the people who can't handle these rides &amp; yet they're always the first in line to get on!",off-topic
'296101984510046208',"@willegitimate Anyone in our office at all?",off-topic
'296912264693428225',"@emmaparade sounds good! I can't get over the fact that I see you soon! Also, I've gotta book my flight home tomorrow so what time &gt;",off-topic
'297216272570130432',"@djplaner thanks David! Please tell me that's inside out????? :o",off-topic
'297174754836750338',"Fridays are such long days!",off-topic
'296191784558673922',"my mood be better now :-)",off-topic
'296259468906332160',"going to watch midnight and Paris purely for Marion cotillard and Rachel mcadams",off-topic
'295546281659621376',"-Salut belle blonde... -Heuuuu je suis pas blonde ! -Bah t'es pas belle non plus !",off-topic
'297285535637065728',"I'm at Suncorp Stadium for Brisbane Roar vs Central Coast Mariners (Milton, QLD) w/ 24 others http://t.co/OTx47JCt",off-topic
'295804950443880448',"my uncle is crack up, still learning how to use fb lols",off-topic
'296446422159618048',"@invig I usually really like Adonit stuff so I have high hopes. And it is as easy to attach/detach folio as smart cover, so I hope it works.",off-topic
'296589485511172097',"@TRiRawrR fuck! I was just being generous :( but still can you buy me them?? Pretty please hansamu!",off-topic
'296783429444464640',"YES RAIN AT LAST! STAYING HOME NOW THSNK YOU :)",off-topic
'297242374327898113',"@bones_mc_coy yeah, turning off the safety switch (and noise) also turns off fridge. Not bright.  Hope the plumber's perve-worthy ;)",off-topic
'296862172871540736',"Proposals to present at @artsqueensland Articulate Conference in Aug due Mon 4 Feb. #articulate2013  #rockhampton http://t.co/VcdpDuub",off-topic
'295507368052146176',"This guy is a grub http://t.co/OLSi0oXO #ashby",off-topic
'297303535186485249',"Snappin a string is the damn worst!!!",off-topic
'296215855602204672',"@mimstacey @janecaro game over. In most states quality govt secondary perform better at the very top than expensive religious institutions.",off-topic
'296165214695600129',"Haha sorry @travisdwatson I don't get on here as much as I should! Hey I still can find the moon calendar that you showed me!",off-topic
'296131387814199297',"@Fuzzypaw Some people really get off on it but not me. Not at all.",off-topic
'296563609788616704',"living and learning/Vivendo e aprendendo #instagood #instafood #austrlia  @ Gemini Court Holiday Apartments http://t.co/wsNa6djD",off-topic
'296074456743436288',"@_Nathan_Dunn_ know what ya mean lad!! I am a champion after all!! #legend",off-topic
'297474517356400640',"Just ordered @eric_lanlard #homebake - what's the first thing I should try?!",off-topic
'296414863431966720',"@PurdysChocolate I've tried them &amp; can thoroughly recommend them. Do you still do Orange Melties as well?",off-topic
'295824808191619072',"@haych_enn its a sign..for you to stop talking to them so youll stop missing them haha",off-topic
'296431000421027842',"Pub lunch on first day back...hmm sure! :D (@ Woolloongabba Hotel) http://t.co/IqdLvGwt",off-topic
'296249348835123201',"Wanted a unwanted garden shed for free http://t.co/Gj8zS01i",off-topic
'295818068167364608',"I hope Dennis, Gen and yourself are keeping Safe@VictoriaNewton",off-topic
'295866280974614528',"@wwos9 I've eaten too many dried apricots and just had to go to the toilet. What happened in there reminded me of your cricket coverage.",off-topic
'296134337450086400',"I haven't had lunch. Am literally about to turn into the hulk. SMASH.",off-topic
'296340674918363136',"Gonna be an awkward trip to The airport",off-topic
'296183922566512641',"Rip a new hole in Conroy about the mega Telco disaster in NQ for us @vanOnselenP",off-topic
'296794833295638529',"@sophbenj I doubt youre all that interested in what I think, but Id be surprised if youre not worrying about nothing.",off-topic
'296062820636823552',"even if they do FUCK THEM",off-topic
'296451485519187968',"My heart is nuclear, love is all the I fearrrr",off-topic
'297241865579798528',"@Daniaaaaaaaaaal we can take gap years but i tak nak. after graduate, nak settle down in malaysia, get married haha",off-topic
'296212719139442688',"@teacuptempest that phrase much classier than Roos loose in the top paddock Nice.",off-topic
'296554105734828032',"I don't care that's its not thirsty Sunday or Tuesday I'm THRISTY THIRSTY THIRSTY TILL WE SEE THE SUN HAHAHA http://t.co/sw4EcumA",off-topic
'295694136655364097',"River has that 'big and effing scary' look about it again at UQ http://t.co/ImpJWqa8",off-topic
'297314621558251520',"@ThroneofCastle lost motivation and kept forgetting. By the time the weekend rolls around I'm stuffed. Lol the children are fine :-)",off-topic
'295405565050499072',"@MarcMonster ahhh I want to see your tattoo so bad !!! So happy for you!",off-topic
'295672179671048194',"god i love the boys. i just hope they know it.:/ well... they're my life and i wouldn't be here without them. :( I love you  @janoskians",off-topic
'295347350946336768',"Sunday morning workout (@ Fitness First) http://t.co/OQKkP6hA",off-topic
'296048059605983233',"Cannot believe how self absorbed you've become. Keep this up... You'll see...",off-topic
'297478156762353664',"@OliveBeerthanks @coalition_man It keeps getting better!",off-topic
'295380343601631233',"@sophieecollins  I don't wanna die",off-topic
'297150047974481921',"Buzzy got a cut and looks like a hot bitch",off-topic
'295830075453083648',"3% phone charge and still no electricity time to stare at the wall until it comes back on",off-topic
'297185037785366531',"@bunnykaikai What kind of effects do they use? Anything similar to OTT?",off-topic
'296449410148204544',"@jimmyti Maxing gives me a full 3-years before I feel like upgrading. And yeah, I use Windows + Linux VMs for various reasons.",off-topic
'296721460251222017',"NOBLE HOUSE DESIGNER TALLBOY WITH LEATHER PANELS + 2 BEDSIDES $499.00 Bonogin http://t.co/jSa2GCe2",off-topic
'295864523653529600',"Mac and cheese, chicken, choccie milk, movies and Ellen :)",off-topic
'295727719034003459',"@twistieman CTA's DSL is down. Our NBN at home is on though. No help for work though",off-topic
'296966525833850880',"I wish someone explained the dress code to me before I dressed up",off-topic
'296243187931049984',"@ChristianAntho your keek notifications are keeping me from my sleep -.- I can't turn them offfffff!",off-topic
'297178410122350592',"Round 2! #MS #bloodpressure @ St Andrew's Hospital http://t.co/XYju0TVg",off-topic
'297293558438830081',"@dciphoenix know that feeling my eyes are almost breaking the toothpicks! Lol I'm exhausted!",off-topic
'295478532874854400',"Always find these so funny hahahaha http://t.co/mixSzI3a",off-topic
'297283339105222658',"Too many pubescent girls wearing heels at a grass infested festival. I'll never understand why.",off-topic
'296079227663560704',"HITACHI 14.4V 4 TOOL CORDLESS KIT - DRILL GRINDER SDS ROTARY $499.00 Stapylton http://t.co/zAWHujRE",off-topic
'297102461905272832',"Computers make very fast, very precise mistakes.",off-topic
'295844794532511747',"LOL at PHP defenders. Im a PHP hater, PHO lover.",off-topic
'296211686623432704',"#stages of a #commission  from #existing #jewelery #jewellery #two #rings #become #one with @ Dan Cox Studio http://t.co/gCQ5KB43",off-topic
'295674532985987073',"@joshdefly @joshdefly @l0ndonfoolishly happens all the time",off-topic
'297253319125123072',"Starbucks is lovely. Kissing couples around me are not.",off-topic
'296158751218622464',"WANTED: factory with residential attached $450.00 Tugun http://t.co/lfh5IrfN",off-topic
'297173117946699776',"I just ousted Taylor H. as the mayor of Milk Espresso on @foursquare! http://t.co/SJbDfaXV",off-topic
'295860127733530624',"After 24hrs, power is back in #indooroopilly! Thank you #enegex :)",off-topic
'296227722240327680',"@saraah_5sos yeah! Like who is the new builder person? And I shipped rach and jake so much :'(",off-topic
'297137726644424705',"This is the best anti-minimalism parody Ive seen so far: http://t.co/EoymJhkC",off-topic
'295480168586305536',"@jonjoroberts hahahaha genuine giggles here! Bloody british weather",off-topic
'297360868465836032',"Sorry, not *on* my bus. In.",off-topic
'295483149092257792',"@GrandSlamGal Oh come on, he's special ;)",off-topic
'295611380042694658',"OMFG THIS USED TO BE ON THE RADIO ALL THE TIME",off-topic
'295856336867061761',"@BrooksBeau @finnharries @jacksgap it's a word beau. you finished school ? you didn't drop out.? you should know that?",off-topic
'297473162826878976',"Flying down the Bruce highway and a L plater pulled out don't know who pooped more me or him #holyshit",off-topic
'296443625884237824',"MODERN SILVER PLASTIC KITCHEN BAR STOOLS BRAND NEW UNMARKED $60.00 Southport http://t.co/66rE6pZj",off-topic
'297280405894205440',"@Harry_Styles well how bout u start hanging around people ur own age!",off-topic
'296149695405903873',"BARGAIN LOW KM84000 AUTOMATIC 4 CYLINDER CAMRYAPOLLO PS AC 5/13 $3,499.00 Bundall http://t.co/o2FDJsdA",off-topic
'295659070843670529',"@HayleeyBriggs haha look what somebody tweeted 10seconds before my reply lmao!! Epic http://t.co/PojV7Pke",off-topic
'295864016859963393',"@Lovatic_Jemi yeah, it took me a while to figure it out. I watch TVD on gorillavid",off-topic
'297301561347035136',"I'm at The Manor Chinese Restaurant (Eight Mile Plains, QLD) http://t.co/OhL65LfC",off-topic
'297102960813543425',"steak and mushroom pie for breakfast @ Queen Street Mall http://t.co/YdT8dxa3",off-topic
'297469639603130370',"Steamed BBQ pork bun w kimchi &amp; nashi salad @ The Moray Cafe http://t.co/LTTFrqt4",off-topic
'296219909686435841',"@real_Liam_Payne please if you can please follow me I just want to be noticed so bad I spoke to example and be us pretty awesome your better",off-topic
'297299769003499520',"@FightBetting He should have to fight JDS first if he wins that then he gets the  title shot. Just my opinion..",off-topic
'295535515774627840',"@sharpgirlie me neither. They love lifting for bigger teams",off-topic
'297343610263846913',"@Mattchewww just are. Didnt even realize you were following me :/",off-topic
'296783836191272961',"@nikegolfchick working for Ali Whitaker this week...just hope she's a good paddler",off-topic
'295387465349484544',"This weather is #craptastic good thing we have about 1tb of shows to catch up on @ Ben &amp; Charlie's Party Pad http://t.co/YV8CJ2W6",off-topic
'296790132546224128',"@thehelenha Not Grill'd anymore, just at the post office.. I feel lol scum now. Worthless and shit",off-topic
'297206743568625664',"@Telstra I just want to be 100% sure you have something specific for cable internet logged specific to my account/street (dunoon ct) or area",off-topic
'295344510295212032',"@Wendycarlisle Are you comfy with ABC News politics reporting? Do you see criticism as driven primarily by party political agendas?",off-topic
'295802588996198401',"@DYoshii I'll just watch South Park :(",off-topic
'296452149729165312',"@EmilyRaadke yeah but gravity will get to them and I don't like them so ugh",off-topic
'295504228410089473',"So yeah this weather aye...have no power and may be days before its back on again.",off-topic
'295834526175870976',"@SpencerHowson no probs. Seems shame to have in garage doing nothing.  Until my power goes out. He he. Hear u in the morning.",off-topic
'295464661216804865',"@KingJames Watching More than a Game again #inspiration #legend",off-topic
'295455446481899520',"@WilliamShatner I probaly shouldn't say this but it needs 2 be said, what we take 4 granted is our ultimate weakness, principles unite us.",off-topic
'296775520333492225',"I just ousted Mike G. as the mayor of Gate 86 on @foursquare! http://t.co/RIJdMsy1",off-topic
'295473596476833792',"@Littlemixoffic so proud of you girls!! dna tour vids are making me teary! Love you lots xx http://t.co/hBVPFn2D",off-topic
'297358820634685441',"Is smith exiting as well? #auspol",off-topic
'296715284713201667',"Is it to early to start drinking? Its 06 20 here but its 20 20 in England #confused #iwantbeer #alcoholic",off-topic
'297265416630333442',"There seems to be a kitten chewing on my fingers.",off-topic
'296959969868251136',"@0meraki happy birthday!! I how you have a awesome day :-)",off-topic
'296380514242285568',"@PurdysChocolate they look lovely, bet they taste great too!",off-topic
'296197069385908226',"I'm at Pineapple Hotel (Kangaroo Point, QLD) http://t.co/ZejskyQo",off-topic
'296917457854136321',"Dinner is m&amp;m cookies. http://t.co/urOWzhO0",off-topic
'295385256842895360',"Wow, the temperature is only a mild 71.6 degrees fahrenheit here #Roma, but the wind gusts are over 70 km/h http://t.co/97kGV4b8",off-topic
'296843975099285506',"Australian Hachiko @ university of queensland http://t.co/h0cqYZ2Y",off-topic
'296823126870872064',"Set of drawers on wheels $10 $10.00 Bundall http://t.co/6IXv0fAA",off-topic
'297222521072259072',"Yr 12s and new students @ cheering practice! #GPS2013 http://t.co/8Ds8JACw",off-topic
'296912569422200832',"@Claudi_Argueta @cko_o @chokaro_argueta r u kidding me? .....one was enough...!!!",off-topic
'295663833333243904',"Portable Bose speaker playing music off my iPhone while I play on the ipad #firstworldblackout #bigwet",off-topic
'295846973678944256',"@JBiebsTC rate: 9  you're so pretty, love your icon &amp; header",off-topic
'295448531781681152',"@WilliamShatner As if that little word hasen't been picked up on and evaluated, Hi guys, I'm a friend not a foe, if not, why not, I would.",off-topic
'297242822166335490',"Freakum dress...more like freakum shoes! @TheseDaiz going out tomorrow and shopping... sexy or what? http://t.co/1HB3uTNC",off-topic
'295344658006020097',"MAYBE IT'S HIS LONG LOST COUSIN WHO HE JUST LOVES A LOT",off-topic
'297185585729249281',"Bun with minced pork &amp; taro spring rolls. @ Mrs Luu's http://t.co/8STI8rY3",off-topic
'295809023188533248',"I want a style change, over wearing band shirts and jeans. Any suggestions ?",off-topic
'295449546740355073',"@NathanaelB not as far as I can tell.",off-topic
'296196079618240512',"@PhilKingham The iCade just paid for itself. So many awesome games I used to spend way too many coins at in my youth.",off-topic
'296056336448376832',"Day after Cyclone Oswald #SnapperRocks @ Snapper Rocks http://t.co/u8uOu1xS",off-topic
'296066761407746048',"Oh so because Gillards boyfriend said it, it's a joke!! If Abbot said it she would want his resignation. http://t.co/3LbXvSA3",off-topic
'296886238856744960',"I'm excited about challenging myself, especially because ATS is a dance language, improv style - read: my favourite kind of challenge. :)",off-topic
'296624431613214720',"@crystalhefner Mary was just BEAUTIFUL.. Still such a sad shock, yet a beautiful soul who touched so many",off-topic
'295677649660018688',"Your cheap thrill can cost a life; stay home unless its absolutely necessary to go out. Stay out of pooled waters! Think safe",off-topic
'295467339825156096',"@FORTAFY foster yah and @Shanaevers in Robina today think it was i ain't no lesbos but gosh yah both are fricken hot",off-topic
'296020839898415104',"Two red futon sofas in great condition $200.00 Burleigh Heads http://t.co/ZB3BbEdb",off-topic
'296874339507265536',"I cannot breathe like this.",off-topic
'297271634816012288',"Haven't been out this way in a while. A decade? Naaaah!",off-topic
'295836822389551105',"Where's the gelatin?! #mkr #seven",off-topic
'295802232908181505',"@StaceyCanSpell is it supposed to be higher than last night?",off-topic
'296191629486874624',"@dans_xo that sounds like heaven right now. Im lying under a fan trying to cool my body down. X",off-topic
'295849070843531264',"Thank God ! RT @couriermail: Issues affecting Telstra customers have been fixed. http://t.co/uuhMEexm",off-topic
'296570337729056768',"@ChristianAntho yeah. im excited to get my MacBook . 7 weeks without a laptop. it's hell",off-topic
'295398329540567041',"I really can't see myself being atheist.. -.- #ChristianForLife",off-topic
'295764526933110785',"I will vote for the political party that can offer me better riding weather.",off-topic
'296921505747582976',"@leannesarahc87 haha sorry about that. Ye I'm good. How you and the little 1 doing x",off-topic
'296926027085647872',"Just 9936 followers until I hit the 10000 mark! Come on guys #rally! #FF",off-topic
'297462811980861440',"THEY'RE THE ONES THAT STICK RIGHT IN YOUR EARS AND MAKE YOUR EARDRUMS EXPLODE",off-topic
'295360040452374528',"As long as him and alicia are okay and Alicia isn't all fucked up about it",off-topic
'295786151015493632',"@SlicKSaneL what did you do exactly?",off-topic
'296381829404049409',"I want to wear cute/cosy winter clothes. I just want it to be winter already",off-topic
'295342514364366849',"@abcwestqld such a state of contrasts ! #bigwet",off-topic
