tweet id, tweet, label
'326901332638302209',"You're closer@ThatIsTRAGIC: Predict your own death! @TomCatOnTop: @ThatIsTRAGIC it's gonna implode !",off-topic
'324337740642672640',"If mart had a soccer team I'd be on it",off-topic
'326886649143365633',"Watchig breaking Dawn , Bout to get all in my feelings ....",off-topic
'327863763598471168',"@seanbonnn I see you with the invite.",off-topic
'327216938474430465',"Ha you and yo girl scary",off-topic
'325320019124838402',"Welp... On to this work.",off-topic
'327096217546944512',"@TweetEm_B: So If You Hoes No Yo Place Why PLEX With The Nexts Hoe?!!!!!",off-topic
'325683745485115393',"@cantstopBen I better not find any of your shenanigans on my bed...",off-topic
'327880747904016385',"I'm at @SamsOnTheSquare (Waco, TX) http://t.co/FEZj4gX4H1",off-topic
'325095657327181824',"Nigga wanna be messy ill start hurting feelins",off-topic
'324534562367619075',"Just because I dont react, doesnt mean I didn't notice..",off-topic
'327610058353561600',"Stop accepting unsolicited opinions for your life and do what you know what placed on your heart to do! - Tony G",off-topic
'327155748910026752',"On a good man's passing, it is a solemn privilege to glimpse his profession, community, family and faith. RIP, Luckey Harris.",off-topic
'325416960693256193',"when I fall in love it's always the same and I'm so tired of playing this game",off-topic
'324748150365626369',"Why niggas faking on me?",off-topic
'324530053910249474',"I hate going to the doctor  #boo http://t.co/yzHyU94FMw",off-topic
'325686185890574336',"Number one reason my town is better than your town. (@ Schmaltz's Sandwich Shoppe) http://t.co/56OOY47kFc",off-topic
'326841478452240384',"He need to txt me tho",off-topic
'327142712035909632',"If I get one more on the Baylor horizon email... #okaywegetit",off-topic
'324543762091098114',"I Wanna Fade The D !",off-topic
'327828876489269250',"I wanna get my nails done but then I'm like, hmmm better not.",off-topic
'325022498032852995',"Salted caramel &amp; cake batter. Ummmm, need to go to the gym. @ Oso's Oh So Good Yogurt http://t.co/0Da6emnIko",off-topic
'325620252778053633',"@kmfaho I suppose that's the big difference between Anglo-American and continental, eh?",off-topic
'326127045316845569',"Got a Real Bitch in her feelings nshit",off-topic
'326543756436336640',"Awkwardly waiting in the front of HEB for my mom.... So embarrassing",off-topic
'327833843539275777',"I'm at West, TX (West, TX) w/ 4 others http://t.co/zrpU6KH0J4",off-topic
'326108887390515201',"This has been quite the experience",off-topic
'324771141501714433',"Thanks to Nick Wright for dropping by a donation of clothes at our station. 5501 Bagby.  We'll get it where it needs to go.",off-topic
'328241668002295810',"My 1000th tweet is a CONGRATS to @RSwope25 .Huge fan!",off-topic
'324581337438773249',"ew why do you think my ex is prettier than you?!  I wouldn't downgrade!",off-topic
'324567288063877122',"@Abadabadou3 @BarryHartweg dass true...he's earned a good 2 1/2 oreos",off-topic
'328035426164166656',"I want to go home. I miss New York. I miss my dad. I would like to use my start life over card now, please.",off-topic
'325288788156895232',"My niggas animals they savages",off-topic
'324650490535243776',"Preparing myself for the onslaught of Dia tweets &amp; pictures. I'll be waking up at 4:45 and heading to work. #notabaylorstudent #alumprob",off-topic
'327614597567750144',"You can't look at all the things that you don't have you have to maximize what you do have.",off-topic
'325750768755933185',"@Yng_Blackk Lol I Bet Yal Are Bro High As A Kite",off-topic
'327412767806087169',"Chillin naw i aint going to cheat today -_-",off-topic
'325855750972899328',"Cant trust her no more. Point Blank Period",off-topic
'326197999074156544',"Make sure the right people in your corner..",off-topic
'324502282228097024',"I would be the one to hit my face on a door an d give myself a black eye.. #cool",off-topic
'325102695927123968',"@LizVaughan09 this is my promise ring, I've had it for almost 3 years so It wasn't a big deal that he didnt have it http://t.co/Ks8StKH2Dg",off-topic
'326378298110246913',"@thatgirl_kei I know right! I told her I'm off sorry, I'll work till 2:00 then IM OUT!",off-topic
'325344856710975489',"Also totals from last two days will be up as well",off-topic
'324878211915857922',"Macey is ok. Thank god she finally answered her text.",off-topic
'324373174286442496',"@Great_One_: Ouch. That's a good one.",off-topic
'324752953011490816',"I need some sleep. Class in the am.",off-topic
'326051413274791936',"@sportsexperts17 @ronfromlasvegas I took Spurs -4.5 1st Half, but I won't argue with your pick. Took it before seeing Nash was back. GL men",off-topic
'326400051842781184',"Trick don't kill my vibe",off-topic
'324326389820047360',"Yes It's Gone Off Guesa I Watch Reruns Of The Game",off-topic
'325459627351359488',"They all came up to me and hugged me!",off-topic
'326464110982209536',"@amandablack14 That's what a G-Big is for! #spoilyou #whatilivefor",off-topic
'326904770793205761',"@bcartttt It's pat. Fat pat. Broken iPad pat. Pat. Everyone knows Pat. Also notoriously known as Fat Pat. That's who. Pat. You know. Fat pat",off-topic
'328295158623895552',"My best friend is a COLT!!!! LOVE YOU @LennySampson3",off-topic
'325303524202254336',"@EW: 'Big Bang Theory' REPEAT beats 'American Idol' http://t.co/ECIaDuS8wa of course!",off-topic
'326910403156246528',"@BonaFideBeauty if u worth them heals that dress the length of that ponytail and that door... I paid with a 5 and want my change back",off-topic
'326893165275648002',"#InElementarySchool recess was the best part",off-topic
'326016775122722819',"She got a big booty so I call her big booty.",off-topic
'326122669177200640',"I haven't had this much fun in a while",off-topic
'327167373637464065',"@Ginger_Charm I'm sorry  I'm being depressive I miss him &amp; want him home so bad! Or at least be able to talk to him!",off-topic
'326780601489305600',"@KissMyKlass08 not to mention pulling females in a respectful way sees very little positive results these days",off-topic
'325808058364215297',"@ASVPfabe ohh haha that won't work then lol what your gamer tag ill add you when I get home",off-topic
'325249480385507328',"The money is a must",off-topic
'327106864095588352',"Super Heroes To The Rescue! (: #ILoveMyTPCKids @ Tennyson Playcare Center http://t.co/qANRNYJViW",off-topic
'327469811443572737',"@hillcody715: We can just be friends. #fiveterriblewords #friendzoned",off-topic
'327089137742143489',"A Bad attitude really is the only disability in life",off-topic
'325245505418432513',"Shoot a nigga up then so what thats what he get for being so tough",off-topic
'327279651418415105',"Okay somebody else kik me",off-topic
'325125021351702528',"@teresabelia @Eemma___theres a word for that : infamous lol",off-topic
'325608374370721792',"Fixing to go have breakfast at morales house :). We going to eat brisket",off-topic
'328223450441318400',"I don't want to waste foreverFor half hearted goodbyes, the rumors, or the lies..",off-topic
'324745415775887360',"I wish I could donate blood. :(",off-topic
'326108374460690432',"Lol about that spot I left in his bed....  nvm he prolly washed his sheets",off-topic
'326354045931487232',"Niggas talk down on kream but when they see us in person they try &amp; be friendly",off-topic
'327099399362715650',"These Young Hoes Be Confused af",off-topic
'327108160936636416',"@kushhh2013 go for it I'm not going to lie to you I got you cuz",off-topic
'325712876964806657',"Twitter Is Dead Right Now !",off-topic
'324362038866505728',"But of course ! @jazzzmyn55: What @TomCatOnTop name means http://t.co/XjcDHPfyoH",off-topic
'327401869758578688',"@eharviny holy shit.. Tell me how it looks",off-topic
'325262262665363456',"@ItsYonnie_: No new bitches, No new niggas. NO friendly shit !",off-topic
'328286215335972867',"@franchesstuh_: I know I have a vagina but I'm going to need you to suck my sick! Sick.",off-topic
'327179210282106882',"The Fact that my nail hurt &lt;&lt;",off-topic
'326108241253761024',"My Nigga TwOo4 laced me up ona tweets but i was already peeping",off-topic
'327483411134570496',"Couple streets down from the president .. I'm COOL bitch",off-topic
'326478091872530433',"&amp; I'm Off Tomorrow Turnt Up",off-topic
'325296233478496258',"Add me on Find Friends... It's not creepy if everybody does it! #shouldbestalkfriends",off-topic
'324312069790908416',"@megangorgas: there's only one @eewade #irreplaceable #lylas  my tallest, funniest friend you know it gorgeous gorgas",off-topic
'326675217084715009',"I'm at school early nshit",off-topic
'326912945189699584',"@BonaFideBeauty you and your within dress code ass freakem dress can two step out my mentions now",off-topic
'327208228964421632',"My important people collage from MySpace... ha. http://t.co/vkXxxwQglD",off-topic
'326946413739130880',"It's in my bathroom now...@jazzzmyn55: This smell is killing me!!!",off-topic
'327204507417182208',"University Parks Dr getting ready for the big memorial service tomorrow. #west #bigdayatbaylor @ http://t.co/4PILDTJFHJ",off-topic
'324912948218830849',"In My Safe Place Lol",off-topic
'325443041424982016',"Gotta see a million !",off-topic
'328165812806496258',"Khelsea didn't even wanna hold a bitch down",off-topic
'327263425103278080',"Pau is throwing elbows all over",off-topic
'325542265609142272',"Damn didn't even plan on smoking today but hey shit happens! #StartingEarly",off-topic
'324903063578083330',"RT @karisafication: DIA 2013: the wetter the better @MsDana_Marie",off-topic
'327540905324199937',"Gotta get this money ! Understand me ?",off-topic
'328229211489841153',"4. Do not settle. If it feels like he is stringing you along, then he probably is.",off-topic
'325998904946601985',"Its funny how they wait until you gone., Just to miss you.",off-topic
'324583986556964864',"She say she only fucked 4-5 niggas so you know you gotta multiply by 3 !!",off-topic
'325424801890050049',"Bro we play so late tomorrow",off-topic
'327323669305126912',"The level of home I have reached is unreal. #thankyouGod",off-topic
'326563715531042816',"Why text other girls when I got you",off-topic
'326507230964895744',"@YBLU_TR but I like my relationship with money and alcohol lol. I'm just playing but really I like money",off-topic
'324702053769293824',"I've got a flock of haters and I love it... I heard about it and smiled :) I feel giddy about my new fan club @ducidni",off-topic
'326316726021132288',"My Pussy Smell Like Cherry's and U.O.E.N.I",off-topic
'326571322631139328',"Dax gone make it den I can be like I played the game w/ this nigga and went too the same school",off-topic
'325264207740301313',"@DeannaCalder me too. We didn't even have a quiz",off-topic
'327948518142656512',"Thought of you, madmad13_xoxo (no, really....really me ), but I thought@you you when I saw it and http://t.co/93anE8VZui",off-topic
'328030537761562624',"Oomf stopped tweeting cause he knows ima get on that",off-topic
'327551235957866497',"Then Ima make these peanut butter cookies",off-topic
'325698228215480320',"@SanyaRichiRoss ill run faster if you do",off-topic
'324561597060239360',"So many decisions!!!!Either get my prom dress this weekend or go see motionless in white with bekuh",off-topic
'325991952967426048',"A female who bout her money &gt;&gt;&gt; ooowieee",off-topic
'327925920881070080',"@khailinnkhi3 lol it wasnt bad it was just real random",off-topic
'327314780736086017',"@Lo1060Michelle if anything there's 2 of us now. I don't mind sharing, with good people.",off-topic
'326004798430265344',"I miss my boyfriend. Like, I hate only seeing him every other weekend. -.-",off-topic
'324688793846284289',"Little girl standing on the seal in the SUB: Do they have this blocked bc you'll drop into a dungeon? Worse. You won't graduate. #buprobs",off-topic
'324734955714379776',"My prayers gone be extra long tonight.!",off-topic
'325427584856883201',"Slangin rocks in the sand box since 98!",off-topic
'324638381013364736',"Just saw a girl in a UF tank #goGata",off-topic
'327196279161622528',"Tonight it's $2 you call it's from 7-2 ....let's go (@ C&amp;R Sports Bar) http://t.co/OZpORSqMb1",off-topic
'326030330869985280',"Trigga finger itchin ill scratch it nigga",off-topic
'327988307751493632',"Perkins funny as hell man, I miss him",off-topic
'326106086493016064',"I got money, hoes. Money and hoes.",off-topic
'327226778890407938',"The Chik-fil-a line right about now is making me repent for all things I've ever done wrong..",off-topic
'327801975423004672',"@C_Smith993 I see what you did there",off-topic
'326565572768825345',"@apple3swagg least you know I be listening",off-topic
'325041438809284608',"@JussCallME_CeCe yeah i see how it is",off-topic
'326002352161161216',"Today I shall not give 2 fucks on anything  #chillinlikeavillian",off-topic
'326923633064816640',"ill feel better after tomorrow is over &amp; im back in scrubs. #goodnight",off-topic
'326018620012515328',"@xxcantbesavedxx hahaha I know, I'm just havin fun  my mans in the navy &amp; I made a navy joke all fun &amp; games",off-topic
'327624454387666944',"How are the Texans not going to pick Baylor wide receiver Terrance Williams. Disappointing.",off-topic
'326526677373034496',"I'm tired of trying .... Like foreal !",off-topic
'327777309190914048',"I don't even know if taking these classes next year is a good idea /: !!",off-topic
'326239249458397185',"It's been written in the stars.",off-topic
'328238961933836288',"While You Bitches chasing  dick  im chasing  money",off-topic
'324947350554554368',"@PositiveAdviser: Feel it. Believe it. Dream it. Be it.",off-topic
'326104578091270144',"Speak the truth, even if your voice shakes. #realtalk",off-topic
'324531854017429504',"I keep my distance from these niggas",off-topic
'326102414849613824',"Ed get me out of this world.",off-topic
'327496703756341249',"@psaenzjr dumbest sick person on earth. you.",off-topic
'326033619984461824',"Bird just flew into the window.. walled it off like nothing happened.",off-topic
'324535046537105408',"Dont fuck around with no snitch",off-topic
'327627806332833792',"@Treyy_4 hey stanka how u been",off-topic
'327858703862730752',"Once you're on my bad side....you stay there.",off-topic
'324572588422606848',"@barbie_kayy lol same shit. Tryna stay outta trouble, its like ever since I left.baines you stopped fuckin with me",off-topic
'326688515456909312',"So ready for prom season to be over so I can finally be done with this job",off-topic
'326744763766296577',"@AtlasExplorer I had a steak but didn't even think about cutting down a tree. Damn!",off-topic
'325468504004362240',"@CHRIS_andtell: 4/20 is a daily thing for me. ya'll know that  no need to brag or upload picturesFOH",off-topic
'326530034787569664',"@SammiePizarro: All it takes to make it, is hope, dedication, determination, confidence... And you set..",off-topic
'327541960741109760',"I was swerving in the student parking lot, with cheif keef blasting !!!!! #BOSS",off-topic
'326467960497639424',"I'm at Castle Bastian (Waco, TX) http://t.co/LgDrEce9uh",off-topic
'327520406200258560',"@markiss94 This is one of those government paid days. Or scholarship. Either or.",off-topic
'325541265838055424',"Finally Home Now Time To Sleep Thank God For Another Day  #futbol #messi #sleep #warmy #futbolesvida",off-topic
'326574688857903104',"Jamal Crawford handles makes that face when you go ooooweee",off-topic
'325331610478202881',"Impressive work sir MT @bynickdean: Headed back to FW - thanks for all the kind words! Follow @gdickson @patrickmwalker1 from @startelegram",off-topic
'327553388336275456',"@ParisHilton: Think, Believe, Dream, and Dare. To do what is in your heart  pease n Love..!",off-topic
'327473961778688001',"Men's warehouse, you took all my money.",off-topic
'327202209160896513',"On wednesdays I only eat green stuff. #greenapple #peanutbutter #mintchocolatechip  @ Memorial http://t.co/qeGuIHirhQ",off-topic
'327544276043046912',"I feel the little muscle mass i have decreasing by the minute #wheresdafood",off-topic
'325087155712045057',"I regret sleeping all day now",off-topic
'326682583918338048',"@Armyy_GF WHAT. IS. THIS. SNOOGLE. YOU. SPEAK. OF.",off-topic
'326116948243009536',"On the cool , if it wasnt fot boosie &amp; webbie I would've never known how to spell independent .",off-topic
'326777908389625856',"Bayern like 50 corner kicks barca none pick it",off-topic
'325717365813809153',"I'm at @HEB (Waco, TX) http://t.co/rW8cKwPHYw",off-topic
'325993120049291264',"@_SimplyRuthless my mama like that shit lol",off-topic
'325759360158535680',"I'm On My Grown Man !",off-topic
'327866858013356032',"#PainAndGain comes our tonight. Who's down ? It's got everything you could ask for in a movie: bodybuilding and @TheRock. It's a win, win.",off-topic
'326145412312485890',"@Teee_Luhh that Killeen thing you playing ?",off-topic
'324711165261393921',"lol I remember last summer when I went to see the dark knight rises, quistar was there and I yelled Quistar Go!!!",off-topic
'324669124431200257',"Girl, take pride in what you wanna do, even if that means a new man every night inside of you.",off-topic
'327510502647398400',"You a real bitch i know wassup witcha",off-topic
'325752411840970752',"I'm at @Lowes Home Improvement (Waco, TX) http://t.co/Z9AWfdBudS",off-topic
'325783491256147968',"Bout to get those zzzzzz's to rest up for tonight.",off-topic
'327625973874950145',"Believe in your self is my new motto",off-topic
'326374226003128320',"@BigDaddyLuna_: #oomf called me late as fuck lastnight. I was gone! Next time pick up my shit!",off-topic
'328222512687239168',"I'm ready to get off.",off-topic
'326908925679128577',"@OK_ImaAsshole: When someone you like twerks for you &gt;&gt;&gt;&gt; That's always a pleasant surprise.aint it tho",off-topic
'325460235835830272',"I got to hold my babies today!!! They just laid their little head on my chest! #ILoveBabies #SoSweet",off-topic
'326130427398070273',"@TheRealTinaB_ chill I wasnt that little   lol",off-topic
'327635827763077120',"@JayJayed_007 thats a bet haha and well you still cant beat me bro haha",off-topic
'325401771176521730',"I'm at Castle Bastian (Waco, TX) http://t.co/C7ECI2jFW9",off-topic
'328134262308085761',"Everybody knocked lil mama down and oomf just won't let that how go",off-topic
'324735524629794816',"@BrowerVirginia @armywife68w read my tweets girl",off-topic
'326181668161466370',"@xxcantbesavedxx good quote! I like it!",off-topic
'327449147013754880',"WHITE PEOPLE TAKING PHOTOS WITH IPADS.",off-topic
'326483157752872960',"Needs friends to text.  #holla",off-topic
'324388200246308865',"If she still has to ask her parents to go out she's to young for you bro",off-topic
'324714693757382656',"im not a saint &amp; it shouldn't take something like this for me realize the big picture. better late than never, but never late is better.",off-topic
'325023645015629824',"I've Never Been A Weak Minded Person .",off-topic
'327216565047156736',"I quit the clarinet because I thought the holes in some keys meant it was broken... #embarassing",off-topic
'327651927125016576',"I'm off Tomorrow, ill prolly just end uo sleeping all night",off-topic
'326840694029299712',"If anyone wants to come keep me company for the next two hours at the WBB team's senior banquet, I'd appreciate it. #journalistonthejob",off-topic
'324600556188495873',"@Bekuh_69 yes I listen to millionaires",off-topic
'326909543403630593',"Ball like its no tomorrow, ima buy ya hoe tomorrow",off-topic
'325263862406455296',"@TheeJessicaDee me thinks.. Yes! But we will see",off-topic
'328187475107389440',"@ilseselena1 dude yes. I have a story to tell you!!! Lol #textit",off-topic
'324949240969326593',"been thuggin since I was yee high",off-topic
'327052134593990656',"I think I should be on my way to school now",off-topic
'324641143625244672',"@ZachWilsun Good luck with all those",off-topic
'326695780238893056',"Best good morning text ever. Points for you, Glenn Coco.",off-topic
'326514796197453824',"My butt sunburn right now&lt;&lt;&lt;",off-topic
'327873642732081153',"@Treyy_4 u get my message yesterday",off-topic
'325417519059984387',"Fucking hate oomf .. always saying stupid shit too my boyfriend at school about me!!!!!",off-topic
'324361238077382657',"@Feel_CeeTweets Cousin We Fading The Day Of The Bear Thursday In Baylor??",off-topic
'324933555681628160',"Instead of complaining you should give him thanks because he didn't forget to wake you up this morning",off-topic
'325010546216820736',"RT @GregAbbott_TX: Some air photos above #West Texas. http://t.co/lCHOp2bELR",off-topic
'327689840504217600',"Finally caught up on one of my favorite shows. Ready for season 3. #Homeland",off-topic
'327409339608477696',"@jessica_jmoreno i really am tho jessica i still have that bear you gave me",off-topic
'327604768828702720',"@jahh95 when you coming down bro?",off-topic
'324686616146882560',"Girls like that give women like us a bad name.",off-topic
'328000201325428736',"Your not easy to love",off-topic
'326886573092253696',"I'm only faithful to one guy .",off-topic
'326194671116247040',"Bitch told you find My own just tell em I know him",off-topic
'327618794740645888',"Females that be thinking they the shit &gt;&gt;&gt;",off-topic
'324643818907516929',"@jeesussfreakk haha :) it will be really relaxing to be baking the next few days :)",off-topic
'327631086362427393',"I just wanna know WHY THE FUCK IS IT SO HOT IN THIS HOUSE MAN",off-topic
'325482153523699712',"@Eemma___: I honestly think I'm not going to smoke tomorrow \(._.)/",off-topic
'326913833295810560',"Bought some breath rite strips today for my newly obtained snoring habits? #aintthatboutabitch",off-topic
'326730936488169472',"Wish I could just lay in bed all day and watch movies. Stupid school and work. #LifeGoesOn",off-topic
'326059943927115776',"Making Tacos Tonight With The Bestie Get Off.!",off-topic
'327683776232685568',"Is 2:20am an odd time to want Chik-Fil-A?? Nahhh.",off-topic
'326334712668893184',"Nope I don't mind you changing in the middle of the parking lot!",off-topic
'326101504903741440',"Stupid Bitch - let yo nigga do his thang while you act like U.O.E.N.I",off-topic
'327193820200583169',"@WACOAN: We are looking for a photography intern for the summer (and beyond). @tiffclark",off-topic
'327655063080300544',"@scotti96 damn, I did sound thirsty didn't i",off-topic
'324727521339928578',"the fact that Robinson is having a donation for one of their teachers who was effected&gt;&gt;&gt;&gt;&gt;&gt;&gt; there is SO much love on my TL.",off-topic
'324973201388105729',"Taper wit a 2 this time!! Tired of getting a 3..",off-topic
'326410164548800514',"Witnessing this girl in front of me in class Facebook creepin'. I couldn't be more proud. We should be friends.",off-topic
'327859052992405505',"doctors went well; time to grab a bite to eat at Cracker Barrel &amp; then off to get mani/pedi's with my awesome grandmother.",off-topic
'327625522706268160',"One more time fuck all yall niggas except my niggas..",off-topic
'327789326161301505',"@freetredadon_: Excuse my lango when i call you hoe , but bxtch you know i talk like that!!!!",off-topic
'326581509408563200',"@jeska1021 You won't regret if ya learn from it all. Love &amp; can't wait for this summer with you!",off-topic
'325440522615410688',"@TooFunniAli well thank you! So are you!",off-topic
'324429425422786560',"@WatDatHEADlike when you coming back down here",off-topic
'327277078200344576',"I'm sorta kinda glad I'm not though!",off-topic
'325087756638363649',"Thats the thing about a hurricane",off-topic
'326687716181934080',"Its crazy how you think I'm winning but waking up with you on my mind got me feeling like I'm losing",off-topic
'326547122805678080',"So confused why Freaks and Geeks wasn't popular..? So many AWESOME actors.. #NetflixAddict",off-topic
'327239120705433602',"Tough loss for the @HoustonRockets but myself and thousands of rockets fans are ready to rock Toyota center this Saturday! Game 3! #BeatOKC",off-topic
'324681288499994624',"I come outside to play soccer &amp; it starts sprinkling. Its a dream come true. (':",off-topic
'328297080735031298',"Free All My Niggas Mayne",off-topic
'325024990154084353',"Men Use Love To Get Sex .",off-topic
'324685512399011842',"@ImKindaABigDill Well, Fiesta  just started today and Its a week long party in downtown.",off-topic
'328269867855785984',"Where the chicks that keep those pics of themselves in their phone just cus?",off-topic
'326906655885381634',"I'm scurd for tomorrow's test .... Science is my WORST SUBJECT",off-topic
'325644058708037632',"Waco waterfall babababball @ Waco Convention Center http://t.co/v4BBJD5Ln5",off-topic
'328175400704417793',"There's so many cute puppies at the Humane Society in Waco!!!! Like I just want to adopt all of them!",off-topic
'327179720112345088',"He just Be doing It big",off-topic
'325313941473476608',"I smoke weed with my down bitch &amp; then we get the fucking",off-topic
'326417748022411264',"At the top of my paper like I'm starting a heading..",off-topic
'326877309812477952',"Ion Fuck With none of these bitches",off-topic
'326890694880931843',"@freverett they really have to scrunch up",off-topic
'327586764258684928',"Niggas switching sides , watch who you call your ponta !",off-topic
'327698292261658624',"Yesterday with the one I Love &gt;&gt;",off-topic
'326092657107542017',"Game 1 in the book! 91-79! #GoSpursGo",off-topic
'327961759266791425',"This shit I can't deal with",off-topic
'326045858967732224',"@bfreeman13 aright I'm eating real quick hollup",off-topic
'324613848986439681',"This is what I look like at the moment, thanks to the tummy aches! http://t.co/CIidDNbS8f",off-topic
'324399387063250944',"Can't leave the house broke",off-topic
'327627049470656512',"MTV aint ready for this soap opera @trispris44",off-topic
'325202695017332736',"You know what they say keep your friends close &amp; your enemies even closer. ; )",off-topic
'325617488257761280',"Fake hair, fake eyes, &amp; u wonder y u gettin fake guys - @Wale",off-topic
'324692830285082625',"I'm So Emotional Right Now!",off-topic
'325442751086874624',"Girls that are hard to understand &gt;",off-topic
'324384310146785280',"Any song with Drake, Wayne, and Ross on it &gt;&gt;&gt;&gt;",off-topic
'325025440517459970',"It's 2013 &amp; People Are Still Racist?! #Bye",off-topic
'327555977748557824',"But thank god for getting us here safely",off-topic
'326187544331046914',"I eat clean and healthy as of today :)",off-topic
'327606998143225856',"I forgot to tell my sister I wore her earrings today. Oops",off-topic
'326129667654447104',"Been At Work All Day , WHEWW",off-topic
'325418344238956544',"How to build a #UCanoe http://t.co/qgOgHxTCHe",off-topic
'326025759019921409',"I have a tendency to draw inward to myself.",off-topic
'327258680087162881',"When I was down and out nobody was showing me love !",off-topic
'326472391163273216',"I just wish @iAmNotA_Dyke would just understand ......",off-topic
'326855513847508994',"I'm so bad at faking it when someone is getting on my nerves...",off-topic
'325717122330279938',"My hip hurts so bad I just wanna cry",off-topic
'324322407080919040',"I Have My Own Business.. Tf I Look Worrying About Somebody Else's?",off-topic
'326857758089547777',"Someone buy me some new slides",off-topic
'326535121312296960',"But hey I'm still breathing and alive so I can't ask for anything else",off-topic
'328158979110883329',"Bitch Don't play with me..  if anything ion fwy",off-topic
'325458269210566656',"It was really nice seeing my kiddos at work today! Missed them a lot!",off-topic
'326179603943157760',"Girls be like Single and talks to none! Bro better check her phone!",off-topic
'325432327998144513',"haven't talked to my dad all day, i come home &amp; no one is here... &amp; he isn't answering his phone.. #WTF",off-topic
'324943768157573120',"Tired of dealing with you &amp; your bullshit",off-topic
'324369709199937537',"Don't favorite my tweets loo",off-topic
'326911226309406724',"What you have to do and the way you have to do it is incredibly simple. Whether you are willing to do it, that's another matter.",off-topic
'327107470029905922',"@nadivh @krishanmagan is the 6x6 in production yet? My aunt just got the G63 today. 4x4 obviously. Lol.",off-topic
'326536028921950209',"@evesling @ay_flava I've never been to Louisiana",off-topic
